# Analysis title: diff_Primary_versus_Naive_c3.0_cond1_formatted analysis from Cistrome-GO
# Mode: Ensemble mode
# Specie: mm10
# Peak bed file name: diff_Primary_versus_Naive_c3.0_cond1_formatted.bed
# Differential expression file name: primary_vs_control_naive_deseq2.csv
# Genes for gene ontology: allgenes
# Column index of (GeneID, logFoldChange, FDR): 1,3,7
# Cutoffs of logFoldChange and FDR for DE genes: 1.0, 0.05
# Top peaks to use: 10000
# Half-decay distance: 1000bp
# FDR cutoff of GO/KEGG terms to return: 0.2
# Minimum and maximum gene number in GO and KEGG gene sets: 10, 2000
# Term	N,n,B,b	Erichment	p_value	FDR	Gene_number
neural tube formation(GO:0001841)	20774, 1837, 18, 4	2.513	0.17257739519	0.329239628723	18
regulation of cell size(GO:0008361)	20774, 1774, 82, 20	2.856	0.000144416836887	0.00110164125574	82
dendritic cell migration(GO:0036336)	20774, 1549, 12, 4	4.47	0.0305007351204	0.0887972472005	12
organ induction(GO:0001759)	20774, 0, 18, 0	0.0	1.0	1.0	18
labyrinthine layer blood vessel development(GO:0060716)	20774, 83, 26, 2	19.253	0.0222004720749	0.0693855857364	26
negative regulation of stem cell proliferation(GO:2000647)	20774, 302, 15, 2	9.172	0.0606038442348	0.150090686034	15
neural crest cell migration(GO:0001755)	20774, 1479, 57, 5	1.232	0.685377498281	0.821141930989	57
cellular response to chemokine(GO:1990869)	20774, 1774, 14, 4	3.346	0.0762333042639	0.17884205436	14
positive regulation of epithelial cell migration(GO:0010634)	20774, 255, 141, 8	4.622	0.00365387677096	0.0165484809037	141
oxidative demethylation(GO:0070989)	20774, 1618, 11, 4	4.669	0.0251208244941	0.0761412410316	11
positive regulation of cofactor metabolic process(GO:0051194)	20774, 1672, 24, 2	1.035	0.722001390441	0.848784050012	24
negative regulation of cofactor metabolic process(GO:0051195)	20774, 1798, 19, 5	3.041	0.067924147798	0.163871740253	19
epithelial cell migration(GO:0010631)	20774, 1164, 77, 11	2.55	0.0226561219513	0.070439673735	77
regulation of epithelial cell migration(GO:0010632)	20774, 1295, 222, 26	1.879	0.0145516344574	0.0497598994378	222
negative regulation of epithelial cell migration(GO:0010633)	20774, 1974, 68, 9	1.393	0.493651503135	0.667417578919	68
post-anal tail morphogenesis(GO:0036342)	20774, 1800, 25, 2	0.923	0.770717475395	0.888284547913	25
positive regulation of myoblast differentiation(GO:0045663)	20774, 436, 28, 2	3.403	0.289089859623	0.470933515334	28
positive regulation of organelle organization(GO:0010638)	20774, 1890, 579, 115	2.183	2.337943532e-14	1.13557257269e-12	579
negative regulation of organelle organization(GO:0010639)	20774, 1987, 377, 67	1.858	9.79268382861e-06	0.000108151218154	377
left/right axis specification(GO:0070986)	20774, 1323, 11, 2	2.855	0.252358371129	0.429622978031	11
sodium ion export across plasma membrane(GO:0036376)	20774, 412, 11, 1	4.584	0.304229297734	0.485624231125	11
regulation of fertilization(GO:0080154)	20774, 440, 27, 1	1.749	0.641674853649	0.792725747046	27
epithelial cell differentiation involved in kidney development(GO:0035850)	20774, 1844, 15, 1	0.751	0.753755830594	0.875305624208	15
lysosomal transport(GO:0007041)	20774, 1630, 87, 12	1.758	0.178308539851	0.336333012533	87
positive regulation of striated muscle contraction(GO:0045989)	20774, 0, 16, 0	0.0	1.0	1.0	16
telencephalon development(GO:0021537)	20774, 0, 24, 0	0.0	1.0	1.0	24
cell migration in hindbrain(GO:0021535)	20774, 0, 14, 0	0.0	1.0	1.0	14
negative regulation of transporter activity(GO:0032410)	20774, 1974, 75, 7	0.982	0.852892428771	0.950187348808	75
positive regulation of transporter activity(GO:0032411)	20774, 62, 112, 1	2.992	0.661886009712	0.805980405789	112
negative regulation of myoblast differentiation(GO:0045662)	20774, 1291, 31, 4	2.076	0.305615139458	0.486531125023	31
lysosome localization(GO:0032418)	20774, 35, 31, 1	19.147	0.163436948582	0.317405089861	31
regulation of bone mineralization(GO:0030500)	20774, 39, 77, 1	6.918	0.406443860563	0.588762256932	77
regulation of vasculature development(GO:1901342)	20774, 302, 335, 14	2.875	0.00540110212956	0.0228355020094	335
negative regulation of vasculature development(GO:1901343)	20774, 1905, 127, 18	1.546	0.202882062206	0.370432917568	127
embryonic axis specification(GO:0000578)	20774, 142, 33, 1	4.433	0.434441413291	0.615641895583	33
regulation of DNA methylation(GO:0044030)	20774, 1389, 31, 4	1.93	0.349984119993	0.534284807356	31
cytoplasmic sequestering of protein(GO:0051220)	20774, 299, 21, 1	3.308	0.446947129411	0.627201749999	21
positive regulation of protein serine/threonine kinase activity(GO:0071902)	20774, 1998, 278, 53	1.982	1.75088058029e-05	0.000181178077438	278
negative regulation of protein serine/threonine kinase activity(GO:0071901)	20774, 1414, 108, 23	3.129	1.11629851298e-05	0.000121871122059	108
regulation of protein serine/threonine kinase activity(GO:0071900)	20774, 1998, 423, 84	2.065	2.66037534961e-09	6.33169333207e-08	423
spindle assembly(GO:0051225)	20774, 1971, 66, 16	2.555	0.00278051133138	0.0134915738404	66
response to muscle stretch(GO:0035994)	20774, 299, 19, 1	3.657	0.416280674816	0.595759474481	19
negative regulation of protein binding(GO:0032091)	20774, 295, 105, 7	4.695	0.00650522875817	0.0263755441984	105
poly(A)+ mRNA export from nucleus(GO:0016973)	20774, 1571, 16, 2	1.653	0.483500320775	0.659835379153	16
cardiac chamber morphogenesis(GO:0003206)	20774, 532, 37, 5	5.277	0.0138044318542	0.0476843945037	37
response to food(GO:0032094)	20774, 1601, 16, 2	1.622	0.491520096869	0.665804115281	16
regulation of response to food(GO:0032095)	20774, 1649, 19, 1	0.663	0.802104141359	0.911003510586	19
Rac protein signal transduction(GO:0016601)	20774, 145, 21, 2	13.645	0.0377287269998	0.104716466775	21
regulation of appetite(GO:0032098)	20774, 0, 20, 0	0.0	1.0	1.0	20
negative regulation of appetite(GO:0032099)	20774, 0, 13, 0	0.0	1.0	1.0	13
mitotic cytokinesis(GO:0000281)	20774, 1568, 48, 12	3.312	0.0013295342207	0.00739320431138	48
positive regulation of protein localization to cell surface(GO:2000010)	20774, 1870, 21, 6	3.174	0.0353325140882	0.099871001817	21
tetrahydrofolate interconversion(GO:0035999)	20774, 1620, 11, 1	1.166	0.598556227609	0.758553685681	11
negative regulation of interleukin-17 production(GO:0032700)	20774, 255, 17, 2	9.584	0.0616014817973	0.152007803709	17
tRNA 5'-leader removal(GO:0001682)	20774, 0, 11, 0	0.0	1.0	1.0	11
negative regulation of bone remodeling(GO:0046851)	20774, 387, 18, 1	2.982	0.454865345104	0.634200071089	18
response to interleukin-6(GO:0070741)	20774, 642, 16, 3	6.067	0.0429381395902	0.115989924522	16
alditol metabolic process(GO:0019400)	20774, 1771, 22, 2	1.066	0.702620136512	0.833409381958	22
phosphatidylinositol dephosphorylation(GO:0046856)	20774, 1974, 21, 8	4.009	0.00219546410165	0.0110586339935	21
phosphatidylinositol phosphorylation(GO:0046854)	20774, 582, 37, 6	5.788	0.00328071024906	0.0152650838568	37
transmembrane transport(GO:0055085)	20774, 15, 880, 1	1.574	0.933746371079	1.0	880
methylation(GO:0032259)	20774, 1452, 271, 35	1.848	0.00400668976167	0.0178742673529	271
positive regulation of signaling receptor activity(GO:2000273)	20774, 937, 36, 4	2.463	0.230407085341	0.404849658996	36
negative regulation of signaling receptor activity(GO:2000272)	20774, 1974, 27, 6	2.339	0.126958630462	0.263781353556	27
negative regulation of biomineral tissue development(GO:0070168)	20774, 364, 23, 3	7.444	0.0309202303056	0.0898536607171	23
antigen processing and presentation of endogenous antigen(GO:0019883)	20774, 663, 40, 9	7.05	3.53620047519e-05	0.000329399496319	40
antigen processing and presentation of exogenous antigen(GO:0019884)	20774, 1630, 30, 8	3.399	0.00984138658352	0.0365120811672	30
T cell differentiation in thymus(GO:0033077)	20774, 1218, 38, 10	4.488	0.000364632605192	0.00246191659675	38
negative regulation of DNA biosynthetic process(GO:2000279)	20774, 1798, 40, 6	1.733	0.334244030988	0.516053383688	40
regulation of DNA biosynthetic process(GO:2000278)	20774, 1798, 118, 21	2.056	0.0097486683296	0.0362245599133	118
regulation of T cell proliferation(GO:0042129)	20774, 259, 169, 23	10.916	4.94504419249e-16	3.18086626436e-14	169
regulation of biomineral tissue development(GO:0070167)	20774, 364, 92, 4	2.481	0.296007982664	0.477788401994	92
cellular response to amyloid-beta(GO:1904646)	20774, 225, 28, 2	6.595	0.123882219427	0.258858368952	28
positive regulation of MAPK cascade(GO:0043410)	20774, 1872, 515, 70	1.508	0.00486203864806	0.0210442152018	515
positive regulation of double-strand break repair(GO:2000781)	20774, 105, 29, 2	13.645	0.0411964659485	0.112225718922	29
eosinophil migration(GO:0072677)	20774, 704, 19, 2	3.106	0.281103352564	0.462034515954	19
macromolecule methylation(GO:0043414)	20774, 1452, 213, 34	2.284	8.24369287088e-05	0.000680068943941	213
wound healing(GO:0042060)	20774, 441, 74, 8	5.093	0.00151600324306	0.00819089152891	74
regulation of organic acid transport(GO:0032890)	20774, 54, 77, 1	4.996	0.486542915762	0.661887476144	77
negative regulation of organic acid transport(GO:0032891)	20774, 54, 28, 1	13.739	0.20009827058	0.366574424906	28
positive regulation of organic acid transport(GO:0032892)	20774, 1579, 47, 4	1.12	0.748822183422	0.871065874828	47
T cell migration(GO:0072678)	20774, 704, 19, 8	12.425	6.90098695646e-07	9.8055814665e-06	19
negative regulation of viral transcription(GO:0032897)	20774, 1625, 22, 5	2.905	0.0837441055181	0.191737345967	22
male sex determination(GO:0030238)	20774, 1672, 16, 2	1.553	0.510599030772	0.681944833467	16
cellular response to cytokine stimulus(GO:0071345)	20774, 1983, 626, 117	1.958	2.84891647846e-11	9.22506288263e-10	626
olfactory bulb development(GO:0021772)	20774, 1651, 23, 5	2.735	0.103329659597	0.223932711257	23
amino acid transmembrane transport(GO:0003333)	20774, 15, 62, 1	22.338	0.178341286477	0.336333012533	62
cellular response to interferon-gamma(GO:0071346)	20774, 1983, 94, 23	2.563	0.000201812513948	0.00147335516318	94
keratinocyte development(GO:0003334)	20774, 33, 12, 1	52.46	0.0565212850981	0.142651811806	12
sensory perception(GO:0007600)	20774, 153, 1659, 1	0.082	0.999999999999	1.0	1659
blood vessel remodeling(GO:0001974)	20774, 153, 42, 4	12.931	0.00175044714369	0.00918647012565	42
sarcoplasmic reticulum calcium ion transport(GO:0070296)	20774, 713, 13, 1	2.241	0.492814636163	0.666695137749	13
neurological system process involved in regulation of systemic arterial blood pressure(GO:0001976)	20774, 0, 13, 0	0.0	1.0	1.0	13
nucleoside phosphate catabolic process(GO:1901292)	20774, 852, 92, 11	2.915	0.010298611588	0.0379389438134	92
nucleoside phosphate biosynthetic process(GO:1901293)	20774, 320, 207, 4	1.254	0.815323423622	0.920089970706	207
renal absorption(GO:0070293)	20774, 1155, 13, 1	1.384	0.574923421011	0.738832474086	13
negative regulation of receptor internalization(GO:0002091)	20774, 0, 13, 0	0.0	1.0	1.0	13
positive regulation of sodium ion transmembrane transporter activity(GO:2000651)	20774, 62, 16, 1	20.942	0.125138907649	0.260537860839	16
regulation of hydrogen peroxide-mediated programmed cell death(GO:1901298)	20774, 699, 12, 1	2.477	0.456457361476	0.635996860135	12
organonitrogen compound catabolic process(GO:1901565)	20774, 1937, 632, 84	1.425	0.00808756754812	0.0312982288854	632
mitotic metaphase plate congression(GO:0007080)	20774, 1141, 34, 2	1.071	0.757627016966	0.87723293621	34
hatching(GO:0035188)	20774, 1743, 40, 3	0.894	0.835464107468	0.935940021546	40
negative regulation of cellular amide metabolic process(GO:0034249)	20774, 1843, 149, 33	2.496	1.06847920056e-05	0.00011745868348	149
retrograde transport, endosome to Golgi(GO:0042147)	20774, 1422, 75, 11	2.143	0.0713865823509	0.169476375057	75
heart morphogenesis(GO:0003007)	20774, 1802, 68, 11	1.865	0.141579331103	0.286164592803	68
membrane protein proteolysis(GO:0033619)	20774, 1441, 30, 4	1.922	0.352078476129	0.535857199281	30
protein localization to chromatin(GO:0071168)	20774, 977, 25, 5	4.253	0.0251482445232	0.0761412410316	25
regulation of protein catabolic process(GO:0042176)	20774, 1985, 370, 76	2.15	2.82588236715e-09	6.59372552334e-08	370
negative regulation of protein catabolic process(GO:0042177)	20774, 1963, 127, 28	2.333	0.000202720188093	0.00147771530677	127
ERBB signaling pathway(GO:0038127)	20774, 187, 46, 2	4.83	0.219220512233	0.391576117378	46
regulation of receptor internalization(GO:0002090)	20774, 1315, 70, 6	1.354	0.607469932653	0.76493229211	70
regulation of cellular protein catabolic process(GO:1903362)	20774, 1901, 231, 47	2.223	2.60620338267e-06	3.24752044543e-05	231
myoblast migration(GO:0051451)	20774, 0, 14, 0	0.0	1.0	1.0	14
xenobiotic catabolic process(GO:0042178)	20774, 191, 14, 1	7.769	0.241591473959	0.418128841068	14
regulation of insulin-like growth factor receptor signaling pathway(GO:0043567)	20774, 19, 25, 1	43.735	0.0825994651248	0.189663991314	25
regulation of neuromuscular junction development(GO:1904396)	20774, 1526, 14, 1	0.972	0.672027609413	0.81292285154	14
mRNA modification(GO:0016556)	20774, 1149, 23, 3	2.358	0.293139913236	0.476130811662	23
negative regulation of nucleotide catabolic process(GO:0030812)	20774, 1798, 13, 4	3.555	0.0626918757862	0.153980045791	13
positive regulation of nucleotide catabolic process(GO:0030813)	20774, 1672, 18, 1	0.69	0.787594033938	0.900255471727	18
positive regulation of nucleotide biosynthetic process(GO:0030810)	20774, 276, 32, 1	2.352	0.589445530927	0.751579756825	32
regulation of nucleotide catabolic process(GO:0030811)	20774, 1798, 41, 9	2.536	0.0372974308375	0.104248837808	41
negative regulation of Notch signaling pathway(GO:0045746)	20774, 1578, 34, 4	1.549	0.499376386324	0.67280826462	34
positive regulation of Notch signaling pathway(GO:0045747)	20774, 87, 40, 2	11.939	0.0582951335525	0.145661331081	40
negative regulation of G protein-coupled receptor signaling pathway(GO:0045744)	20774, 1872, 44, 6	1.513	0.457145829084	0.6364475421	44
positive regulation of G protein-coupled receptor signaling pathway(GO:0045745)	20774, 1231, 36, 2	0.938	0.811639916164	0.917673634427	36
response to vitamin(GO:0033273)	20774, 1398, 24, 3	1.857	0.414935816144	0.594798122667	24
positive regulation of DNA replication(GO:0045740)	20774, 1955, 43, 9	2.224	0.0774595848573	0.181094117839	43
positive regulation of nitric oxide metabolic process(GO:1904407)	20774, 255, 45, 3	5.431	0.0809336263537	0.18673972925	45
regulation of interleukin-4 production(GO:0032673)	20774, 606, 30, 7	7.999	0.000143796369684	0.00110043524067	30
regulation of interleukin-5 production(GO:0032674)	20774, 198, 18, 1	5.829	0.306636054671	0.486853775929	18
regulation of interleukin-6 production(GO:0032675)	20774, 255, 145, 9	5.057	0.00092029249201	0.00544935715774	145
cerebral cortex cell migration(GO:0021795)	20774, 1774, 36, 4	1.301	0.618114436281	0.773252225151	36
regulation of interleukin-8 production(GO:0032677)	20774, 528, 61, 5	3.225	0.0936017927853	0.208101136692	61
mitochondrial respiratory chain complex assembly(GO:0033108)	20774, 720, 74, 3	1.17	0.786707653157	0.899612600397	74
regulation of type B pancreatic cell proliferation(GO:0061469)	20774, 296, 12, 2	11.697	0.0382521346801	0.105799047692	12
regulation of body fluid levels(GO:0050878)	20774, 1208, 291, 19	1.123	0.788727760641	0.900322335888	291
multicellular organismal movement(GO:0050879)	20774, 472, 19, 2	4.633	0.173742400258	0.330805530092	19
white fat cell differentiation(GO:0050872)	20774, 1495, 15, 2	1.853	0.430675213371	0.611396962614	15
brown fat cell differentiation(GO:0050873)	20774, 263, 35, 1	2.257	0.6061835837	0.763746389203	35
positive regulation of B cell activation(GO:0050871)	20774, 1795, 84, 25	3.444	3.18331015972e-07	4.87220461745e-06	84
olfactory behavior(GO:0042048)	20774, 842, 12, 1	2.056	0.483591009991	0.659835379153	12
negative regulation of I-kappaB kinase/NF-kappaB signaling(GO:0043124)	20774, 1959, 43, 12	2.959	0.0030440090829	0.0144030648456	43
regulation of skeletal muscle adaptation(GO:0014733)	20774, 1649, 15, 3	2.52	0.227353795994	0.400667926298	15
negative regulation of meiotic cell cycle(GO:0051447)	20774, 0, 20, 0	0.0	1.0	1.0	20
regulation of attachment of spindle microtubules to kinetochore(GO:0051988)	20774, 1989, 12, 5	4.352	0.0140465587048	0.0483453502784	12
negative regulation of chromosome segregation(GO:0051985)	20774, 1733, 36, 5	1.665	0.402235577994	0.58462331336	36
regulation of translation in response to stress(GO:0043555)	20774, 1724, 13, 5	4.635	0.0112495172857	0.0407516760123	13
lipid modification(GO:0030258)	20774, 1170, 173, 19	1.95	0.0324669494569	0.0932103012153	173
lipid glycosylation(GO:0030259)	20774, 782, 15, 2	3.542	0.221931465787	0.393882840099	15
regulation of chromosome segregation(GO:0051983)	20774, 1989, 101, 18	1.861	0.04745069214	0.125063839749	101
negative regulation of immunoglobulin production(GO:0002638)	20774, 742, 13, 2	4.307	0.165983287784	0.319961596732	13
membrane docking(GO:0022406)	20774, 1686, 72, 18	3.08	0.000139274138987	0.00107446499446	72
chromatin remodeling(GO:0006338)	20774, 1908, 126, 30	2.592	1.33327920474e-05	0.00014237858377	126
protein localization to ciliary membrane(GO:1903441)	20774, 0, 13, 0	0.0	1.0	1.0	13
nucleosome assembly(GO:0006334)	20774, 1940, 95, 29	3.269	8.40592167193e-08	1.46564788126e-06	95
regulation of dendrite extension(GO:1903859)	20774, 1772, 28, 5	2.093	0.229010115271	0.403008634304	28
chromatin assembly or disassembly(GO:0006333)	20774, 1862, 76, 21	3.083	2.41664673608e-05	0.00024221780765	76
establishment of tissue polarity(GO:0007164)	20774, 1820, 26, 3	1.317	0.604611439177	0.762389370812	26
cell migration involved in heart development(GO:0060973)	20774, 1291, 14, 2	2.299	0.345745170497	0.529519630491	14
protein kinase B signaling(GO:0043491)	20774, 704, 41, 6	4.318	0.014538421304	0.0497504567988	41
glycerophospholipid catabolic process(GO:0046475)	20774, 1173, 20, 2	1.771	0.499603280549	0.672922457606	20
liver development(GO:0001889)	20774, 1963, 82, 19	2.452	0.00168844845756	0.00891903054727	82
phosphatidylcholine metabolic process(GO:0046470)	20774, 1708, 31, 3	1.177	0.682873520641	0.819792675474	31
phosphatidic acid metabolic process(GO:0046473)	20774, 1646, 14, 2	1.803	0.435541134556	0.617016607287	14
negative regulation of fatty acid metabolic process(GO:0045922)	20774, 1601, 24, 3	1.622	0.479478945405	0.656593722707	24
regulation of hexokinase activity(GO:1903299)	20774, 1788, 11, 2	2.112	0.356981310033	0.540470634717	11
negative regulation of exocytosis(GO:0045920)	20774, 1599, 31, 7	2.934	0.0379064755165	0.105087258858	31
