# Analysis title: diff_Primary_versus_Naive_c3.0_cond1_formatted analysis from Cistrome-GO
# Mode: Ensemble mode
# Specie: mm10
# Peak bed file name: diff_Primary_versus_Naive_c3.0_cond1_formatted.bed
# Differential expression file name: primary_vs_control_naive_deseq2.csv
# Genes for gene ontology: allgenes
# Column index of (GeneID, logFoldChange, FDR): 1,3,7
# Cutoffs of logFoldChange and FDR for DE genes: 1.0, 0.05
# Top peaks to use: 10000
# Half-decay distance: 1000bp
# FDR cutoff of GO/KEGG terms to return: 0.2
# Minimum and maximum gene number in GO and KEGG gene sets: 10, 2000
# Symbol	Coordinate	PeakNumber	RPscore	adjRPscore	logFoldChange	DE significance	Rank_by_rank_product
Abcc12	chr8:86504840-86566590	0	0.0	0.0	0.000	1.000E+00	9628
Abcc10	chr17:46303229-46325766	0	0.0	-0.302	0.000	1.000E+00	11041
9530003J23Rik	chr10:117233752-117238681	0	0.0	-0.0	0.000	1.000E+00	9722
Pum3	chr19:27388697-27429908	0	0.0	-0.351	-1.280	6.975E-06	9049
Pum1	chr4:130663320-130781566	0	0.0	0.0	0.900	9.709E-12	4215
Nr2e1	chr10:42561963-42583590	0	0.0	0.0	0.000	1.000E+00	9628
Mertk	chr2:128698914-128803007	0	0.0	-0.0	0.000	1.000E+00	10074
Nr2e3	chr9:59942770-59950079	1	0.001	0.0	0.000	1.000E+00	8488
Snx17	chr5:31193303-31198900	1	0.003	-0.003	1.101	2.095E-05	7489
Snx16	chr3:10417816-10440130	0	0.0	0.0	0.000	1.000E+00	9628
Snx15	chr19:6119398-6128260	1	0.815	0.261	0.000	1.000E+00	4199
Snx14	chr9:88376746-88438951	0	0.0	0.0	-0.876	1.788E-03	7738
Snx13	chr12:35047188-35147477	1	0.817	0.262	1.107	1.090E-04	3024
Snx12	chrX:101211960-101222563	1	0.834	0.268	-1.342	2.134E-08	2139
Snx11	chr11:96767548-96777555	1	0.0	-0.0	0.000	1.000E+00	10042
Snx10	chr6:51544522-51590670	0	0.0	0.0	2.960	5.352E-04	7246
4921507P07Rik	chr6:50573303-50596590	0	0.0	0.0	0.000	1.000E+00	9628
Snx19	chr9:30427328-30466726	0	0.0	0.0	2.313	6.015E-11	4370
Snx18	chr13:113592178-113618564	0	0.0	-0.0	-0.989	1.148E-47	1632
Itch	chr2:155133480-155226855	0	0.0	0.0	1.576	8.881E-15	3652
Gxylt1	chr15:93239741-93275179	0	0.0	0.0	-1.287	1.800E-18	3097
Gxylt2	chr6:100704733-100805081	0	0.0	0.0	0.000	1.000E+00	9628
Grrp1	chr4:134251109-134254106	0	0.0	0.0	0.000	1.000E+00	9628
Lhx1	chr11:84517974-84525534	0	0.0	-0.0	0.000	1.000E+00	10012
Lhx2	chr2:38339280-38369737	0	0.0	0.0	0.000	1.000E+00	9628
Lhx3	chr2:26200211-26206575	0	0.0	0.0	0.000	1.000E+00	9628
Lhx4	chr1:155701693-155742027	0	0.0	0.0	0.000	1.000E+00	9628
Lhx5	chr5:120431885-120441457	0	0.0	0.0	0.000	1.000E+00	9628
Lhx6	chr2:36081952-36105408	0	0.0	0.0	0.000	1.000E+00	9628
Lhx8	chr3:154306293-154330560	0	0.0	0.0	0.000	1.000E+00	9628
Lhx9	chr1:138830943-138842444	0	0.0	0.0	0.000	1.000E+00	9628
Gm13769	chr2:90322221-90325126	0	0.0	0.0	0.000	1.000E+00	9628
Hottip	chr6:52262774-52267603	0	0.0	0.0	0.000	1.000E+00	9628
Gstz1	chr12:87157602-87164723	0	0.0	0.0	0.000	1.000E+00	9628
C530008M17Rik	chr5:76840598-76873554	0	0.0	0.0	0.000	1.000E+00	9628
Oca2	chr7:56239758-56536518	0	0.0	0.0	0.000	1.000E+00	9628
Dbr1	chr9:99575798-99584343	0	0.0	-0.329	1.218	2.415E-03	10564
Gm13119	chr4:144357963-144364419	0	0.0	0.0	0.000	1.000E+00	9628
Krtap7-1	chr16:89507702-89508323	0	0.0	0.0	0.000	1.000E+00	9628
Mir128-1	chr1:128202360-128202430	0	0.0	0.0	0.000	1.000E+00	9628
Mir128-2	chr9:112118635-112118711	0	0.0	0.0	0.000	1.000E+00	9628
Otulin	chr15:27605920-27630693	5	1.107	0.341	-0.633	6.438E-04	2028
Gm13490	chr2:51656965-51732009	0	0.0	0.0	0.000	1.000E+00	9628
Gm13497	chr2:51241830-51295945	0	0.0	0.0	0.000	1.000E+00	9628
Gm13498	chr2:50909683-50911846	0	0.0	0.0	0.000	1.000E+00	9628
Prap1	chr7:140093395-140097203	0	0.0	0.0	0.000	1.000E+00	9628
Dcps	chr9:35124413-35175987	0	0.0	-0.0	0.000	1.000E+00	10092
Clec14a	chr12:58264719-58269258	0	0.0	0.0	0.000	1.000E+00	9628
Gm7257	chr9:36431883-36434938	0	0.0	0.0	0.000	1.000E+00	9628
1700096K18Rik	chr5:25530017-25531466	1	0.736	0.234	0.000	1.000E+00	4982
Ide	chr19:37268740-37330613	1	0.166	0.053	0.554	1.476E-05	4817
Lrpprc	chr17:84705246-84790786	1	0.575	0.051	-0.786	3.145E-04	5445
Gapdhs	chr7:30729778-30743681	0	0.0	0.0	-6.713	6.281E-07	5599
Pink1	chr4:138313409-138326296	0	0.0	0.0	-1.576	1.960E-29	2211
Gpbp1	chr13:111425679-111490127	0	0.0	-0.214	-1.627	2.687E-66	1428
Dcp2	chr18:44380499-44424969	1	0.781	0.251	3.680	1.885E-14	1762
Tnr	chr1:159523768-159924922	0	0.0	0.0	0.000	1.000E+00	9628
A730018C14Rik	chr12:112411022-112423198	0	0.0	0.0	0.000	1.000E+00	9628
Tnf	chr17:35199366-35202007	4	0.791	0.254	2.226	8.055E-10	2185
Tnc	chr4:63959784-64047015	0	0.0	0.0	0.000	1.000E+00	9628
Tnn	chr1:160085031-160153575	0	0.0	0.0	-6.531	1.228E-06	5702
Sap130	chr18:31634367-31723063	0	0.0	0.0	1.901	5.561E-12	4166
1700029J07Rik	chr8:45953605-45975252	0	0.0	-0.294	0.000	1.000E+00	11028
Lyg1	chr1:37946737-37957759	0	0.0	0.0	0.000	1.000E+00	9628
Lyg2	chr1:37905922-37916493	0	0.0	0.0	0.000	1.000E+00	9628
Gm21541	chr4:42114786-42115917	0	0.0	0.0	0.000	1.000E+00	9628
Nos1	chr5:117866838-117958840	0	0.0	0.0	0.000	1.000E+00	9628
Nos2	chr11:78924739-78960226	0	0.0	0.0	0.000	1.000E+00	9628
Nos3	chr5:24364818-24384474	0	0.0	0.0	0.000	1.000E+00	9628
4933406M09Rik	chr1:134385939-134390983	0	0.0	0.0	0.000	1.000E+00	9628
Entr1	chr2:26382799-26389316	0	0.0	0.0	0.000	1.000E+00	9628
2410124H12Rik	chr16:92478741-92497365	0	0.0	0.0	0.000	1.000E+00	9628
Lcp2	chr11:34046927-34092281	8	0.933	0.299	4.250	9.903E-80	286
Lcp1	chr14:75136424-75230842	0	0.0	0.0	3.446	1.722E-256	119
4632428C04Rik	chr16:30008666-30021430	0	0.0	0.0	0.000	1.000E+00	9628
Man2c1os	chr9:57129981-57131290	1	0.769	-0.064	-5.910	6.340E-11	5429
Nfkbib	chr7:28758250-28766644	3	1.361	0.437	0.418	3.322E-02	1892
Nfkbia	chr12:55489408-55492647	4	2.072	0.665	0.237	9.165E-05	295
Chuk	chr19:44073333-44107477	1	0.811	0.26	-0.517	5.413E-04	3341
Nfkbid	chr7:30421730-30428746	3	0.416	0.134	4.172	1.264E-72	653
Nfkbie	chr17:45555699-45563168	1	0.339	0.109	4.448	3.000E-42	1171
Nfkbiz	chr16:55811376-55838641	2	1.407	0.1	0.299	7.341E-07	4136
Yif1b	chr7:29238456-29247532	2	1.447	0.14	0.000	1.000E+00	6292
Yif1a	chr19:5088537-5092879	0	0.0	0.0	0.000	1.000E+00	9628
Hhipl1	chr12:108306269-108328300	0	0.0	0.0	0.000	1.000E+00	9628
Cldn34c1	chrX:123103522-123145654	0	0.0	0.0	0.000	1.000E+00	9628
Hhipl2	chr1:183418469-183437053	0	0.0	0.0	0.000	1.000E+00	9628
Cldn34c4	chrX:127721175-127736554	0	0.0	0.0	0.000	1.000E+00	9628
5730403I07Rik	chr9:77366411-77399416	0	0.0	0.0	0.000	1.000E+00	9628
Ccdc190	chr1:169928938-169934653	0	0.0	0.0	0.000	1.000E+00	9628
Ccdc191	chr16:43889901-43964314	0	0.0	-0.337	0.000	1.000E+00	11136
Gm6614	chr6:141972195-142008745	0	0.0	0.0	0.000	1.000E+00	9628
Olfr127	chr17:37903547-37904519	0	0.0	0.0	0.000	1.000E+00	9628
Mir29b-1	chr6:31063022-31063093	1	0.001	0.0	0.000	1.000E+00	8511
Mir29b-2	chr1:195037039-195037120	0	0.0	0.0	0.000	1.000E+00	9628
Olfr124	chr17:37805068-37806190	0	0.0	0.0	0.000	1.000E+00	9628
Olfr123	chr17:37795445-37796375	0	0.0	0.0	0.000	1.000E+00	9628
Olfr122	chr17:37768641-37772620	0	0.0	0.0	0.000	1.000E+00	9628
Olfr121	chr17:37748865-37753004	0	0.0	0.0	0.000	1.000E+00	9628
Olfr120	chr17:37725998-37726991	0	0.0	0.0	0.000	1.000E+00	9628
Dennd6b	chr15:89182212-89196474	3	0.0	-0.358	-0.989	4.057E-02	11158
Olfr129	chr17:38054598-38059784	0	0.0	0.0	0.000	1.000E+00	9628
Dennd6a	chr14:26573857-26634322	0	0.0	-0.321	1.253	6.345E-03	10738
Csde1	chr3:103020545-103058186	1	0.842	-0.072	0.473	5.343E-09	6111
Mynn	chr3:30602086-30619873	0	0.0	0.0	2.098	4.214E-10	4609
1700036G14Rik	chr3:85317518-85332027	0	0.0	0.0	0.000	1.000E+00	9628
Tnip2	chr5:34496095-34513979	0	0.0	-0.0	-2.150	4.436E-14	4041
Tnip3	chr6:65590397-65634040	2	0.082	0.026	4.614	5.643E-04	5754
5330416C01Rik	chr13:97744693-97747411	0	0.0	0.0	0.000	1.000E+00	9628
Barx2	chr9:31846043-31913285	0	0.0	0.0	0.000	1.000E+00	9628
Rbbp8nl	chr2:180277645-180289879	0	0.0	0.0	-5.712	1.549E-04	6824
Bcl2l1	chr2:152758731-152830717	2	1.395	0.448	3.026	1.844E-52	269
Bcl2l2	chr14:54883424-54888234	1	0.0	-0.0	4.735	9.481E-04	8458
1700025B11Rik	chr15:77558239-77561892	0	0.0	0.0	0.000	1.000E+00	9628
4933417G07Rik	chr3:55847104-55848065	0	0.0	0.0	0.000	1.000E+00	9628
Fxyd1	chr7:31051677-31054853	1	0.0	0.0	0.000	1.000E+00	9296
Pclaf	chr9:65890322-65903551	1	0.021	-0.004	6.720	1.131E-07	6263
Fgfr4	chr13:55152817-55168759	0	0.0	0.0	0.000	1.000E+00	9628
Fgfr2	chr7:130162450-130266808	0	0.0	0.0	0.000	1.000E+00	9628
Fgfr3	chr5:33721723-33737068	0	0.0	0.0	0.000	1.000E+00	9628
Fgfr1	chr8:25518758-25575718	0	0.0	0.0	0.000	1.000E+00	9628
Gm38666	chr18:36967630-37841872	0	0.0	0.0	0.000	1.000E+00	9628
Gm38667	chr18:36973801-37841872	0	0.0	0.0	0.000	1.000E+00	9628
Zc3h14	chr12:98746967-98787774	0	0.0	-0.0	1.095	2.190E-07	5742
Cyp4f40	chr17:32659482-32676480	0	0.0	0.0	0.000	1.000E+00	9628
Mxd4	chr5:34176579-34187710	2	0.637	0.204	0.000	1.000E+00	5575
Mxd3	chr13:55325167-55329730	1	0.004	0.001	-2.793	2.329E-06	5163
Mxd1	chr6:86647044-86669159	0	0.0	0.0	-1.373	3.688E-154	353
Dolk	chr2:30284228-30286354	0	0.0	0.0	-1.379	7.944E-04	7367
Trmt6	chr2:132804214-132816054	2	1.644	0.528	-1.266	4.485E-05	683
Mirlet7f-1	chr13:48537828-48537917	1	0.006	0.001	0.000	1.000E+00	8347
Gm33677	chr10:119028289-119050499	0	0.0	0.0	0.000	1.000E+00	9628
Mirlet7f-2	chrX:151912345-151912428	0	0.0	0.0	0.000	1.000E+00	9628
Nr2c1	chr10:94147930-94197214	0	0.0	0.0	0.000	1.000E+00	9628
Asprv1	chr6:86628173-86629704	0	0.0	0.0	0.000	1.000E+00	9628
9530027J09Rik	chrX:48276791-48285426	0	0.0	0.0	0.000	1.000E+00	9628
Arl9	chr5:77004054-77009478	0	0.0	0.0	0.000	1.000E+00	9628
Iars2	chr1:185286641-185329401	0	0.0	0.0	-0.684	1.508E-04	6807
Arl1	chr10:88731413-88743202	0	0.0	0.0	0.896	7.050E-03	8382
Arl3	chr19:46531108-46573182	1	0.78	0.25	0.000	1.000E+00	4515
Arl2	chr19:6134388-6141137	1	0.0	-0.0	0.000	1.000E+00	9816
Arl6	chr16:59613320-59639339	0	0.0	0.0	0.000	1.000E+00	9628
Clip3	chr7:30291694-30308367	0	0.0	0.0	0.000	1.000E+00	9628
Clip2	chr5:134489382-134552434	0	0.0	0.0	0.000	1.000E+00	9628
Clip1	chr5:123577793-123684361	0	0.0	0.0	-1.460	3.062E-42	1663
Clip4	chr17:71781946-71858351	0	0.0	0.0	0.000	1.000E+00	9628
4930556N09Rik	chr10:97035767-97061059	0	0.0	0.0	0.000	1.000E+00	9628
Thap6	chr5:91962881-91972137	2	1.32	0.084	4.312	7.961E-10	3460
Nlrc4	chr17:74426294-74459108	0	0.0	0.0	0.000	1.000E+00	9628
Nlrc5	chr8:94472762-94527272	2	0.0	0.0	3.375	3.041E-146	362
Nlrc3	chr16:3945006-3976632	1	0.617	0.198	0.619	1.525E-05	3933
Vbp1	chrX:75514296-75534946	0	0.0	0.0	1.233	2.463E-05	6311
AY358078	chr14:51800045-51826359	0	0.0	0.0	0.000	1.000E+00	9628
Lca5l	chr16:96158405-96192257	0	0.0	0.0	0.000	1.000E+00	9628
Msantd4	chr9:4376551-4386890	2	1.596	0.512	4.115	3.213E-04	904
Wrnip1	chr13:32802029-32822610	0	0.0	-0.004	2.615	4.081E-11	5087
Msantd1	chr5:34915914-34923839	0	0.0	0.0	0.000	1.000E+00	9628
Msantd2	chr9:37489320-37524150	0	0.0	0.0	4.579	4.090E-07	5531
Msantd3	chr4:48540080-48561920	0	0.0	0.0	0.000	1.000E+00	9628
Car5a	chr8:121916137-121944912	1	0.03	0.01	0.000	1.000E+00	7570
Car5b	chrX:163976821-164028010	1	0.0	0.0	2.421	7.639E-05	6460
Dhfr	chr13:92354782-92389053	1	0.592	0.19	0.000	1.000E+00	5791
Gipr	chr7:19157124-19166127	0	0.0	0.0	0.000	1.000E+00	9628
Shtn1	chr19:58973357-59076069	0	0.0	0.0	0.000	1.000E+00	9628
Ddx23	chr15:98645506-98662889	0	0.0	-0.293	-0.786	5.209E-07	7625
Ddx21	chr10:62580246-62602298	3	1.363	0.232	-1.049	7.380E-22	1487
Ddx20	chr3:105678461-105687571	0	0.0	-0.388	-1.146	5.856E-04	10484
Ddx27	chr2:167015312-167034945	0	0.0	-0.0	0.963	2.385E-03	8991
Ddx25	chr9:35541847-35558470	0	0.0	-0.0	0.000	1.000E+00	10103
Ddx24	chr12:103407975-103425847	2	0.707	-0.132	-1.563	3.192E-75	1188
Ddx28	chr8:106009615-106011486	4	1.687	0.238	1.572	1.121E-03	3983
Adrb1	chr19:56722371-56724862	0	0.0	0.0	3.898	2.423E-02	9148
Adrb2	chr18:62177712-62179981	0	0.0	0.0	-2.269	2.575E-34	1954
Adrb3	chr8:27225775-27229588	0	0.0	0.0	0.000	1.000E+00	9628
Lactbl1	chr4:136622620-136638110	1	0.054	0.017	0.000	1.000E+00	7357
Dcaf12l2	chrX:44365456-44368337	0	0.0	0.0	0.000	1.000E+00	9628
Dcaf12l1	chrX:44786566-44790161	0	0.0	0.0	0.000	1.000E+00	9628
Birc7	chr2:180929022-180934010	1	0.003	0.001	0.000	1.000E+00	8351
Birc6	chr17:74528294-74703356	0	0.0	-0.336	1.283	1.980E-84	1097
Birc5	chr11:117849236-117855743	0	0.0	-0.307	5.338	1.151E-04	9750
Birc3	chr9:7848700-7873170	2	1.263	0.405	-2.009	7.083E-193	74
Birc2	chr9:7818225-7836806	1	0.834	-0.096	-1.131	3.086E-35	2464
Ctu2	chr8:122476142-122483092	2	0.789	0.253	1.489	7.073E-05	3194
Lurap1l	chr4:80910685-80954301	0	0.0	0.0	0.000	1.000E+00	9628
Ctu1	chr7:43672030-43678297	0	0.0	0.0	0.000	1.000E+00	9628
Trim46	chr3:89234176-89245013	0	0.0	0.0	1.692	3.223E-02	9335
Trim47	chr11:116105749-116110235	0	0.0	0.0	0.000	1.000E+00	9628
Trim44	chr2:102300118-102400900	0	0.0	0.0	-1.829	2.516E-31	2095
Trim45	chr3:100922492-100934011	1	0.608	0.195	0.000	1.000E+00	5721
Trim42	chr9:97349561-97369958	0	0.0	0.0	0.000	1.000E+00	9628
Trim40	chr17:36881597-36890125	0	0.0	0.0	0.000	1.000E+00	9628
Trim41	chr11:48806403-48817391	0	0.0	-0.181	-1.103	2.421E-05	8704
Cab39l	chr14:59440962-59548904	0	0.0	-0.135	1.098	4.323E-02	10874
Vstm2l	chr2:157914652-157944719	0	0.0	0.0	0.000	1.000E+00	9628
Vstm2a	chr11:16257741-16284551	0	0.0	0.0	0.000	1.000E+00	9628
Vstm2b	chr7:40899277-40929968	0	0.0	0.0	0.000	1.000E+00	9628
Stil	chr4:115000117-115043198	1	0.902	0.289	5.999	2.014E-06	2021
Il5ra	chr6:106710378-106749037	0	0.0	0.0	0.000	1.000E+00	9628
Aimp1	chr3:132660497-132683879	1	0.632	-0.143	-0.848	4.951E-03	10394
Mtx3	chr13:92844786-92858230	0	0.0	0.0	0.000	1.000E+00	9628
Mtx2	chr2:74825811-74876748	0	0.0	0.0	0.000	1.000E+00	9628
Mtx1	chr3:89209080-89214335	1	0.0	-0.0	-1.089	1.238E-03	7617
S100pbp	chr4:129148001-129189727	1	0.7	-0.072	-1.631	3.696E-17	4137
Gm27740	chr17:33886675-33886733	0	0.0	-0.023	0.000	1.000E+00	10693
Olfr1189	chr2:88591805-88592726	0	0.0	0.0	0.000	1.000E+00	9628
Olfr1188	chr2:88559450-88560418	0	0.0	0.0	0.000	1.000E+00	9628
Lias	chr5:65391496-65410423	1	0.66	-0.137	1.903	7.343E-04	9909
Olfr1183	chr2:88461341-88462253	0	0.0	0.0	0.000	1.000E+00	9628
Olfr1182	chr2:88446018-88449121	0	0.0	0.0	0.000	1.000E+00	9628
Olfr1181	chr2:88423087-88424023	0	0.0	0.0	0.000	1.000E+00	9628
Olfr1180	chr2:88411626-88412689	0	0.0	0.0	0.000	1.000E+00	9628
Olfr1186	chr2:88525500-88526590	0	0.0	0.0	0.000	1.000E+00	9628
Olfr1184	chr2:88486733-88487669	0	0.0	0.0	0.000	1.000E+00	9628
Akap4	chrX:7068209-7078606	0	0.0	0.0	0.000	1.000E+00	9628
Tpi1	chr6:124810591-124814296	1	0.518	0.166	1.866	6.539E-10	3061
BC051226	chr17:33908181-33909178	3	0.002	0.001	0.000	1.000E+00	8468
Olfr1231	chr2:89302648-89303590	0	0.0	0.0	0.000	1.000E+00	9628
Cd300ld5	chr11:115031446-115037690	0	0.0	0.0	0.000	1.000E+00	9628
Olfr1233	chr2:89339382-89340300	0	0.0	0.0	0.000	1.000E+00	9628
Olfr1232	chr2:89325242-89326178	0	0.0	0.0	0.000	1.000E+00	9628
Becn1	chr11:101288257-101302286	4	0.7	0.225	-0.478	1.147E-02	4799
Olfr1234	chr2:89362482-89363427	0	0.0	0.0	0.000	1.000E+00	9628
Cd300ld3	chr11:115031485-115037655	0	0.0	0.0	0.000	1.000E+00	9628
Olfr1239	chr2:89417493-89418411	0	0.0	0.0	0.000	1.000E+00	9628
Olfr1238	chr2:89406129-89407077	0	0.0	0.0	0.000	1.000E+00	9628
Akap3	chr6:126853097-126874308	0	0.0	-0.022	0.000	1.000E+00	10688
Fam135a	chr1:24010757-24100341	0	0.0	0.0	0.000	1.000E+00	9628
Lilr4b	chr10:51480611-51486329	3	1.593	0.511	10.099	8.767E-17	423
Htr5a	chr5:27841946-27855086	0	0.0	0.0	0.000	1.000E+00	9628
Nono	chrX:101429650-101448593	0	0.0	0.0	0.842	7.108E-08	5285
Ticam2	chr18:46558230-46574533	0	0.0	0.0	0.000	1.000E+00	9628
Gkap1	chr13:58233348-58274188	0	0.0	0.0	0.000	1.000E+00	9628
Hspb6	chr7:30553300-30555443	1	0.001	0.0	0.000	1.000E+00	8530
Sirt2	chr7:28766751-28788665	3	1.373	0.441	3.372	5.525E-21	564
Sirt1	chr10:63319004-63339035	0	0.0	0.0	-2.265	4.917E-70	985
Hspb2	chr9:50751071-50752354	0	0.0	0.0	0.000	1.000E+00	9628
Hspb3	chr13:113662895-113663676	0	0.0	0.0	0.000	1.000E+00	9628
Sirt5	chr13:43370715-43395203	0	0.0	0.0	0.000	1.000E+00	9628
Sirt4	chr5:115478009-115484484	0	0.0	-0.009	0.000	1.000E+00	10622
Sox10	chr15:79154912-79164490	0	0.0	0.0	0.000	1.000E+00	9628
Sox11	chr12:27334267-27342718	0	0.0	0.0	0.000	1.000E+00	9628
Sox12	chr2:152393611-152398046	0	0.0	0.0	0.000	1.000E+00	9628
Sox13	chr1:133382299-133424212	0	0.0	0.0	0.000	1.000E+00	9628
Sox14	chr9:99874105-99876170	0	0.0	0.0	0.000	1.000E+00	9628
Sox15	chr11:69655036-69656727	0	0.0	0.0	0.000	1.000E+00	9628
Hspb8	chr5:116408490-116422864	0	0.0	0.0	0.000	1.000E+00	9628
Hspb9	chr11:100713849-100714575	1	0.001	0.0	0.000	1.000E+00	8809
Upk3b	chr5:136038495-136044993	0	0.0	0.0	0.000	1.000E+00	9628
Upk3a	chr15:85017140-85022560	0	0.0	0.0	0.000	1.000E+00	9628
Pdpn	chr4:143267408-143299564	0	0.0	0.0	0.000	1.000E+00	9628
Pdpr	chr8:111094744-111135144	0	0.0	0.0	1.601	1.515E-10	4455
Olfr20	chr11:73350858-73354699	0	0.0	0.0	0.000	1.000E+00	9628
Olfr23	chr11:73940247-73941225	0	0.0	0.0	0.000	1.000E+00	9628
Olfr25	chr9:38329491-38330559	0	0.0	0.0	0.000	1.000E+00	9628
Olfr24	chr9:18754691-18755633	0	0.0	0.0	0.000	1.000E+00	9628
Olfr27	chr9:39128166-39145070	0	0.0	0.0	0.000	1.000E+00	9628
Olfr26	chr9:38855059-38855990	0	0.0	0.0	0.000	1.000E+00	9628
Dazap1	chr10:80264990-80288413	0	0.0	0.0	1.799	9.803E-13	4010
Dazap2	chr15:100615661-100620761	0	0.0	0.0	1.731	6.097E-31	2129
Mir181d	chr8:84178715-84178787	1	0.0	0.0	0.000	1.000E+00	9299
Mir181c	chr8:84178872-84178961	1	0.0	0.0	0.000	1.000E+00	9272
Acp4	chr7:44253086-44257204	1	0.0	-0.0	-6.983	1.288E-07	5786
Acp5	chr9:22126726-22130598	0	0.0	-0.0	-1.093	1.307E-06	5889
Acp6	chr3:97158776-97176576	0	0.0	0.0	0.000	1.000E+00	9628
Acp7	chr7:28607636-28631015	0	0.0	0.0	0.000	1.000E+00	9628
Add3	chr19:53142755-53247326	0	0.0	0.0	1.079	5.192E-08	5236
Add2	chr6:86078047-86109467	0	0.0	0.0	0.000	1.000E+00	9628
Add1	chr5:34573663-34632308	0	0.0	-0.233	0.981	5.120E-09	6443
Pdp1	chr4:11958182-11965981	0	0.0	0.0	-2.639	7.220E-22	2768
Pdp2	chr8:104591467-104596849	0	0.0	-0.0	3.772	2.511E-06	6272
Leng1	chr7:3660106-3665840	0	0.0	0.0	-2.824	5.530E-13	3963
Leng9	chr7:4148182-4149872	0	0.0	-0.0	-1.215	4.610E-04	7683
Leng8	chr7:4137055-4148173	0	0.0	-0.366	2.692	1.114E-55	1865
Pard3bos2	chr1:62131108-62136109	0	0.0	0.0	0.000	1.000E+00	9628
1700047G03Rik	chr15:11967061-11970083	0	0.0	0.0	0.000	1.000E+00	9628
Numbl	chr7:27258760-27282150	0	0.0	0.0	2.693	4.480E-02	9552
Fmo2	chr1:162874317-162898493	0	0.0	0.0	-4.625	1.498E-02	8849
Fmo3	chr1:162953798-162984528	0	0.0	0.0	0.000	1.000E+00	9628
Fmo1	chr1:162829560-162866610	0	0.0	0.0	0.000	1.000E+00	9628
Fmo6	chr1:162916550-162937225	0	0.0	0.0	0.000	1.000E+00	9628
Fmo4	chr1:162793882-162812549	0	0.0	0.0	0.000	1.000E+00	9628
Fmo5	chr3:97628803-97655287	0	0.0	0.0	0.000	1.000E+00	9628
Ackr4	chr9:104098137-104126643	0	0.0	0.0	-5.794	2.331E-04	6961
Fmo9	chr1:166662054-166681845	0	0.0	0.0	0.000	1.000E+00	9628
Hmox1	chr8:75093617-75100593	1	0.001	-0.0	4.891	9.519E-06	6514
Ackr1	chr1:173331885-173333503	0	0.0	0.0	0.000	1.000E+00	9628
Ackr2	chr9:121898354-121911071	0	0.0	0.0	0.000	1.000E+00	9628
Hmox2	chr16:4726360-4766249	1	0.006	-0.002	0.000	1.000E+00	10457
Penk	chr4:4133535-4138445	0	0.0	0.0	4.258	1.776E-03	7736
2010308F09Rik	chrX:13234640-13236283	0	0.0	0.0	0.000	1.000E+00	9628
F730035M05Rik	chr12:70227840-70234165	0	0.0	0.0	0.000	1.000E+00	9628
Kif16b	chr2:142618344-142901464	0	0.0	0.0	-1.182	2.482E-07	5465
Tent4a	chr13:69497958-69533864	1	0.717	0.23	-0.690	1.570E-04	3817
Acrbp	chr6:125049926-125054193	0	0.0	0.0	0.000	1.000E+00	9628
Tent4b	chr8:88199212-88259722	0	0.0	0.0	0.000	1.000E+00	9628
Fmod	chr1:134037253-134048280	0	0.0	0.0	0.000	1.000E+00	9628
Itm2c	chr1:85894509-85908698	1	0.48	0.154	3.020	2.123E-34	1312
Gm16731	chr4:46535900-46539883	1	0.575	0.184	0.000	1.000E+00	5859
Adgra1	chr7:139834173-139878088	0	0.0	0.0	0.000	1.000E+00	9628
Adgra3	chr5:49959950-50058996	0	0.0	0.0	0.000	1.000E+00	9628
Adgra2	chr8:27085840-27123436	0	0.0	0.0	0.000	1.000E+00	9628
Fsbp	chr4:11579661-11587802	0	0.0	0.0	0.000	1.000E+00	9628
Tmem170b	chr13:41606215-41641357	0	0.0	0.0	3.539	3.345E-11	4309
2310040G24Rik	chr6:86483375-86488227	0	0.0	0.0	0.000	1.000E+00	9628
Ccdc103	chr11:102881223-102885216	0	0.0	-0.001	0.000	1.000E+00	10291
Gm10778	chr10:81812185-81826490	0	0.0	0.0	0.000	1.000E+00	9628
A530064D06Rik	chr17:48151895-48167257	0	0.0	0.0	0.000	1.000E+00	9628
Lct	chr1:128284755-128328318	0	0.0	0.0	0.000	1.000E+00	9628
Zfp128	chr7:12881177-12893422	1	0.894	0.287	0.000	1.000E+00	3288
Pdxdc1	chr16:13835699-13903145	0	0.0	0.0	-1.089	3.955E-13	3947
Zfp120	chr2:150114406-150136678	1	0.521	0.167	0.000	1.000E+00	6042
Unc5cl	chr17:48454900-48468684	0	0.0	0.0	0.000	1.000E+00	9628
Zbtb11os1	chr16:55973267-55974617	1	0.465	0.147	-3.656	5.308E-22	1894
Lck	chr4:129548343-129573641	10	2.497	0.801	0.855	2.322E-23	54
Timd2	chr11:46668959-46698830	0	0.0	0.0	0.000	1.000E+00	9628
Timd4	chr11:46810798-46844333	0	0.0	0.0	0.000	1.000E+00	9628
1190007I07Rik	chr10:82619850-82623228	4	0.808	-0.023	0.000	1.000E+00	10698
Cd2bp2	chr7:127191659-127196077	3	0.758	0.243	0.000	1.000E+00	4700
Ggnbp2os	chr11:84870922-84871631	1	0.71	0.227	0.000	1.000E+00	5147
Mettl23	chr11:116843514-116849740	2	0.733	0.235	0.838	8.445E-03	4497
Mettl22	chr16:8470812-8490197	0	0.0	-0.311	0.000	1.000E+00	11058
